"","V1","V2","V3","V4"
"3983",2007,"TRAXEML128F934BC04","Lizzy Borden","The Darker Side"
"3984",2007,"TRAYRFK128F4240A7F","Los Muñequitos De Matanzas","Te Ando Buscando"
"3985",2007,"TRBAODV12903CDC484","Lot Lorien","Byal ravnec"
"3986",2007,"TRAJEUV12903D15D6D","Luke Vibert","Mate Tron"
"3987",2007,"TRAVCWE12903CEF076","Lupe Fiasco feat. GemStones and Graham Burris","Dumb It Down (Live From Chicago)"
"3988",2007,"TRAMBFD128EF34B848","MIMS","Cop It"
"3989",2007,"TRBCULU128F931AABB","Mademoiselle Sane","Cabaret"
"3990",2007,"TRBGURA128F9316E7E","Malkit Singh","Holli Holi Nach Kuriye"
"3991",2007,"TRADFXD128F424694C","Mando Diao","Misty Mountains"
"3992",2007,"TRAWHZS128F429CF97","Marco Beltrami","Dead Hackers"
"3993",2007,"TRAHMWO128F42A2181","Mavado","Real McKoy Feat. Busy Signal"
"3994",2007,"TRBHFWZ128F42A2196","Mavado","Sadness"
"3995",2007,"TRAREOY128F93199EF","Milieu","Blackwood Moth"
"3996",2007,"TRAHORF12903CDA9FB","Minipop","Fingerprints"
"3997",2007,"TRBBLTE128F42558EF","Moros Eros","Safety Net (Album Version)"
"3998",2007,"TRARSAM128F4256E04","Månegarm","Vargbrodern Talar"
"3999",2007,"TRBBXML128F4256DFF","Månegarm","Ur Själslig Död"
"4000",2007,"TRAAVIT128F92E657C","Nightwish","Escapist"
"4001",2007,"TRATIAH128F426B422","Nightwish","The Poet And The Pendulum"
"4002",2007,"TRAILFA128EF349FE5","Nine Inch Nails","Survivalism"
"4003",2007,"TRADJHU128F425459F","Novembre","Triesteitaliana"
"4004",2007,"TRAFDQJ12903CA09B9","Oesch's die Dritten","Der weisse Mond von Maratonga"
"4005",2007,"TRABOXX128F92F29EB","Owl City","Panda Bear"
"4006",2007,"TRAZSPX128F4275112","PRE","Greasers"
"4007",2007,"TRAXJQM128F42903F2","Pacha Massive","Drive"
"4008",2007,"TRAHCQZ12903CFF0B9","Patrick Lamb","I Remember"
"4009",2007,"TRAVNVI128F4298D23","Patton Oswalt","You Are Allowed 20 Birthday Parties (Album)"
"4010",2007,"TRAREDZ12903CFB6E3","Pelle Carlberg","Clever Girls Like Clever Boys Much More Than Clever Boys Like Clever Girls"
"4011",2007,"TRAZTBZ12903CFB6DA","Pelle Carlberg","I Love You_ You Imbecile"
"4012",2007,"TRBEYVD12903CE3DE9","Pepper","Point And Shoot (Demo)"
"4013",2007,"TRAMDDN128F4277101","Philip Glass","Left Alone..."
"4014",2007,"TRACUCT128F422BC2F","Photo Atlas","Red Orange Yellow"
"4015",2007,"TRAORCM12903CDEC46","Pierre Perret","Les Trois Orfèvres"
"4016",2007,"TRAIQAH128F93402D2","Planetakis","Letters to Norway"
"4017",2007,"TRAREZN128F424E0FA","Plies","Goons Lurkin (Instrumental Album Version)"
"4018",2007,"TRAVPOV128F429EC1B","Plies featuring Tank","You (featuring Tank) (Amended Album Version)"
"4019",2007,"TRASDIH128F425B6CF","Polkaholix","Krause seine Kreuzpolka"
"4020",2007,"TRAPCNM128F425B6D5","Polkaholix","Machopolka"
"4021",2007,"TRACNVF128F428EA87","Pride Tiger","56 Days"
"4022",2007,"TRADFLD12903CB3BD8","Primordial","Empire Falls"
"4023",2007,"TRBEORE128F92E8476","Princess Lover","Prends-Moi La Main"
"4024",2007,"TRARTEH128F423DBC1","Radiohead","15 Step"
"4025",2007,"TRAVMZX128F14AB117","Raphaël","Caravane (Live 2006)"
"4026",2007,"TRAWDLK128EF342E1E","Redman","Suicide"
"4027",2007,"TRACMFN128F4298DBE","Reel Big Fish","Why Do All Girls Think They're Fat (Album)"
"4028",2007,"TRBHTKF128F92CC5D2","Reel Big Fish","Cannibal (Dance Mix)"
"4029",2007,"TRBAFTU128F1458496","Remmy Ongala","Karola"
"4030",2007,"TRAPTQA128F42341FA","Richard Hawley And Death Ramps_ Arctic Monkeys","Bad Woman"
"4031",2007,"TRAYQLF128F933B4EF","Rihanna","Breakin' Dishes"
"4032",2007,"TRADDXS12903CEDB38","Rihanna","Don't Stop The Music"
"4033",2007,"TRAEBXE128F933B4F5","Rihanna","Good Girl Gone Bad"
"4034",2007,"TRBDHKL128F426BE45","Rihanna","Good Girl Gone Bad"
"4035",2007,"TRANGIY128F427FA51","Rooney","Get Away"
"4036",2007,"TRAPFPH128F42269F6","Rooney","Jump In My Bed"
"4037",2007,"TRAZKOL128F4234128","Russell Malone","Sugar Buzz"
"4038",2007,"TRATCLI128F422BCF8","RyanDan","Wind Beneath My Wings"
"4039",2007,"TRAQFXU128F424DF7C","RyanDan","Always"
"4040",2007,"TRAAZLK128F93586D6","SWAMI featuring Asuivre","Give It What U Got"
"4041",2007,"TRAVTWI128F93586D0","SWAMI featuring Ishmael Morabe","Break"
"4042",2007,"TRAADIV12903CB15C1","Scarlet's Remains","Spin"
"4043",2007,"TRBGIDU128F4241A2E","Schoolyard Heroes","The Last Man On Earth"
"4044",2007,"TRAKJZU128EF34BE38","Scott Glasgow","Space Station Liberty"
"4045",2007,"TRBDMZP128F93499E4","Session Americana","Ice Cream Man"
"4046",2007,"TRATAGC12903CDCE67","Seventh Star","I Versus I"
"4047",2007,"TRAZXDC128F429874E","Shaggy","Criteria"
"4048",2007,"TRBHEUX128F425020D","Sharon Shannon","Gaffo's Ball"
"4049",2007,"TRAZKCX128F4288F26","Shriekback","Squanderer"
"4050",2007,"TRAIWNK128F429245D","Sigmatropic","The Blue Side of The Sun"
"4051",2007,"TRBEACH128EF341C45","Simply Red","So Not Over You (Motivo-Pop Lectro Mix)"
"4052",2007,"TRAZIQB128F934B755","Since The Flood","Guardian Angel"
"4053",2007,"TRAGJYM128F934B753","Since The Flood","All For Nothing"
"4054",2007,"TRABSXW128F4233422","Siouxsie","Into A Swan"
"4055",2007,"TRAMRXM128F92F46D7","Sirka Ragnar","Port now!"
"4056",2007,"TRACYDP128F932BC8E","Skeletonwitch","Sacrifice for the Slaughtergod"
"4057",2007,"TRALVCW128F4288926","Snowgoons","Real World"
"4058",2007,"TRAVNST128F422EBD2","Soilwork","As The Sleeper Awakes"
"4059",2007,"TRAIWSR128F42222BC","Soul Ballet","da da Diamonds"
"4060",2007,"TRAYHUO128F42222C2","Soul Ballet","the Cool Down"
"4061",2007,"TRBCTKV128F42222BD","Soul Ballet","Tuscan Chica"
"4062",2007,"TRANPLF128F9340B6E","Spok Frevo Orquestra","Folião Ausente"
"4063",2007,"TRALNAU128F9340B60","Spok Frevo Orquestra","Passo De Anjo"
"4064",2007,"TRABQVM128F92F7544","Stars Like Fleas","You Are My Memoir"
"4065",2007,"TRBDFJX128F92C2847","Steve Vai","The Murder Prologue"
"4066",2007,"TRBICVB128F9326B65","Strata","Night Falls (The Weight Of It)"
"4067",2007,"TRAMDCX128E07908F1","Sugar Minott","Make It With You"
"4068",2007,"TRADPFS12903CB8C71","Sugar Minott","Now We Know"
"4069",2007,"TRASLGT12903CDFC6C","Sundial Aeon","love shelter"
"4070",2007,"TRBAHJW128F92CC8B4","Swallow The Sun","Doomed To Walk The Earth"
"4071",2007,"TRAZDAV128F42A6515","Talib Kweli","Say Something [featuring Jean Grae] (Album Version)"
"4072",2007,"TRBHLGE128F42A64E5","Talib Kweli","Everything Man (Album Version)"
"4073",2007,"TRAWSHZ12903CC7BB4","Taya wooden","Mothers Rastas"
"4074",2007,"TRAHFQG128F149892A","Terry Callier","Satin Doll"
"4075",2007,"TRAVLWL128F424EF6A","The All American Rejects","The Future Has Arrived"
"4076",2007,"TRADKLT128F9304E1D","The Antlers","Stairs To the Attic"
"4077",2007,"TRBAPBU128F9304E1B","The Antlers","The Carrying Arms"
"4078",2007,"TRACWCG128F9344150","The Balustrade Ensemble","Fall Away Into Darkness"
"4079",2007,"TRAKQCY128F934416C","The Balustrade Ensemble","Crushed Pears"
"4080",2007,"TRAOPVD128F425A989","The Dreamtree Project","Bliss"
"4081",2007,"TRAHVVX128F4273BCC","The Flies","All Too Human"
"4082",2007,"TRBFKOK128F42662E6","The Forms","Red Gun"
"4083",2007,"TRAQGID128F932232D","The Last Eighth feat. Dumi Right(Zimbabwe Legit) and Skillz","No Mercy Remix (Cade Money Remix)"
"4084",2007,"TRAAWDK128F92E2A17","The Notorious B.I.G.","Who Shot Ya (Amended Album Version)"
"4085",2007,"TRABVVN12903CB6445","The Radio Dept.","Closing Scene"
"4086",2007,"TRAXLPR128F428E466","The White Stripes","A Martyr For My Love For You"
"4087",2007,"TRAFZRL128F428E465","The White Stripes","Im Slowly Turning Into You"
"4088",2007,"TRARBVD128F4239284","The Wreckers","Damn That Radio [Live]"
"4089",2007,"TRAFVWT128F42B1656","Theodor Zox","What's in a number & Feed me lies remixes"
"4090",2007,"TRBHXSQ12903D0967F","Tigertailz","Thrill Pistol"
"4091",2007,"TRAMPXI128F931154A","Tim Hughes","Dance"
"4092",2007,"TRAVYPH128F149B902","Tinariwen","Assouf"
"4093",2007,"TRAWPNC128F92EAA90","Toby Love featuring Rakim & Ken-Y","Tengo Un Amor"
"4094",2007,"TRBGCWM12903CF5BF7","Total Fucking Destruction","Enslaved By Propaganda"
"4095",2007,"TRAZWGV128F425DA7C","Tracy Byrd","Just Let Me Be In Love"
"4096",2007,"TRBCBAM128F92E3044","Truckfighters","Traffic"
"4097",2007,"TRBHKYJ128F429A0A8","Tum Tum","Eat Or Get Ate"
"4098",2007,"TRAYDWI128F429A0B0","Tum Tum / Double T / LiL Ronnie","She's A Go"
"4099",2007,"TRAATMY128F149562F","U2","Kite Live from Sydney"
"4100",2007,"TRAQGLM128EF356DEA","Vivian","Bad Creation"
"4101",2007,"TRBGOWY12903D0E2A0","Vulture Industries","The Benevolent Path"
"4102",2007,"TRAXUPN128F42855C8","W.A.S.P.","Heaven's Hung In Black (Reprise)"
"4103",2007,"TRAPVDC128F422C711","Wolfchant","Guardians Of The Forest"
"4104",2007,"TRAMGTA128F9343FAC","Workhorse","My Friend the Blind"
"4105",2007,"TRALAGU128F9343FC7","Workhorse","Serus"
"4106",2007,"TRAUCHW128F9343FE2","Workhorse","High Horse"
"4107",2007,"TRBBKIH128F9343FD4","Workhorse","Flight of the Elephant"
"4108",2007,"TRAMMDM128F425EAA9","Wyclef Jean","Heaven's In New York"
"4109",2007,"TRABGUU128F4227C0A","Yung Joc","BYOB (Explicit Album Version)"
"4110",2007,"TRAGSIT128F426F746","ZO2","Isolate"
"4111",2007,"TRBBWNS128F426F760","ZO2","Comin' Home"
"4112",2007,"TRBFFNE128F92F6001","Zombie Girl","We Are The Ones (Lounge Version)"
"4113",2007,"TRAYHYA12903D15D6A","iTAL tEK","Tokyo Freeze"
"4114",2008,"TRAVPHL128F424EAE1","3 Doors Down","Who Are You"
"4115",2008,"TRASHYD128F93119EE","3OH!3","CHOKECHAIN (Amended Album Version)"
"4116",2008,"TRAZAKG12903CF8157","A Different Breed of Killer","The Cleansing Apparatus"
"4117",2008,"TRABEBP12903C9BA03","A Static Lullaby","Rattlesnake!"
"4118",2008,"TRBDVCW128F427C875","A-Mei","Intro"
"4119",2008,"TRAYYAU128F92D58D0","Aaron Watson","Whiskey on the Fire"
"4120",2008,"TRABONH128F92D58DA","Aaron Watson","Rollercoaster Ride"
"4121",2008,"TRANXZM128F92D58DF","Aaron Watson","Sweet Contradiction"
"4122",2008,"TRBCMNO128F92D58E5","Aaron Watson","Thats What I Like About a Country Song"
"4123",2008,"TRABSAR128F42324A8","Abysmal Dawn","Compulsory Resurrection"
"4124",2008,"TRBHDGL128F42324A7","Abysmal Dawn","Programmed to Consume"
"4125",2008,"TRAOMDT12903CF73C3","Adrienne Pierce","Laundry & Dishes"
"4126",2008,"TRAGJQZ128F9302ADA","Akon","Over The Edge"
"4127",2008,"TRAQNHD128F42438E2","Alexander O'Neal","When A Man Loves A Woman"
"4128",2008,"TRBCWPC128F42438DF","Alexander O'Neal","Saturday Love"
"4129",2008,"TRBCTEE128F42438DC","Alexander O'Neal","Unbreak My Heart"
"4130",2008,"TRBAFIP128F42438D8","Alexander O'Neal","Secret Lovers (Featuring Mica Paris)"
"4131",2008,"TRBEFQY128F932EE3F","Alexandre Desplat","Meeting Daisy"
"4132",2008,"TRALODZ128F931FA34","All Girl Summer Fun Band","Rewind"
"4133",2008,"TRAQQZN128F931FA31","All Girl Summer Fun Band","Everything I Need"
"4134",2008,"TRAFKRE128F932002B","All Time Low","Umbrella"
"4135",2008,"TRAEHMP128F92DCC42","Andy & Lucas","Amores Cobardes"
"4136",2008,"TRAKVHK128F92DCC3C","Andy & Lucas","Dime Si Me Quieres"
"4137",2008,"TRAUXSK128F427C58D","Anti-Flag","The Modern Rome Burning"
"4138",2008,"TRAIZWI128F4247EFD","Ashton Shepherd","Old Memory"
"4139",2008,"TRAVOHH128F4247EF9","Ashton Shepherd","Sounds So Good"
"4140",2008,"TRAGTFI12903CA06E7","BLEED THE SKY","Kettle Black"
"4141",2008,"TRAQIHG128F424B549","BassTurk","Unutmam"
"4142",2008,"TRAVPYY128F92CEBAB","Bebo Norman","Britney"
"4143",2008,"TRAPDQG128F93018C0","Becoming The Archetype","End Of The Age"
"4144",2008,"TRASQBA128F427B273","Belphegor","The Sukkubus Lustrate"
"4145",2008,"TRBAXSM128F427B26E","Belphegor","Armageddon's Raid"
"4146",2008,"TRASSJE128F427927A","Benga","Zero M2"
"4147",2008,"TRAPZTV128F92CAA4E","Beyoncé","Single Ladies (Put A Ring On It)"
"4148",2008,"TRAHLQF12903CDB530","BigElf","Superstar"
"4149",2008,"TRAGXKH128F428BD2F","Billy Bragg","Goodbye (Solo Version)"
"4150",2008,"TRBGZKO128F92DB016","Bloc Party","Zephyrus"
"4151",2008,"TRAPBNR128F42869AA","Bobby Darin","Bullmoose (LP Version)"
"4152",2008,"TRBDAVU128F423814A","Bon Jovi","Till We Ain't Strangers Anymore"
"4153",2008,"TRAJAZY12903CDD671","Brenda Boykin","Be My Lover"
"4154",2008,"TRAHYDH128F9325200","Bumblefoot","Piranha"
"4155",2008,"TRAPNYN128F4277985","Bury Your Dead","A Devil's Ransom (Album Version)"
"4156",2008,"TRBHUBB128E0782209","Buzzcocks","No Reply (Demo)"
"4157",2008,"TRAIQUG128F92F946E","Byzantine","Absolute Horizon"
"4158",2008,"TRAUPSV128F427B621","Cabas","Como Nuestro Amor No Hay Dos"
"4159",2008,"TRAJSQA128F4263330","Cali","Resistance"
"4160",2008,"TRAZNKG12903CDCF8A","Call To Preserve","Open your Eyes"
"4161",2008,"TRAZFEX12903CDCF88","Call To Preserve","Hope For The Fallen"
"4162",2008,"TRBGHBW12903CDCF83","Call To Preserve","Hindsight"
"4163",2008,"TRASYVP12903D09590","Candlebox","Breathe Me In"
"4164",2008,"TRAYFXH128F92E20F8","Carlos Baute","Te extraño porque te extraño"
"4165",2008,"TRAHGMV128F92CD444","Casiotone For The Painfully Alone","Town Topic (Instrumental)"
"4166",2008,"TRAPADM128F92CD44E","Casiotone For The Painfully Alone","Bad People"
"4167",2008,"TRAOZPS128F93369C3","Casual","Precís"
"4168",2008,"TRBBDZF128F424BE45","Chico Cesar","Feriado"
"4169",2008,"TRBCORE12903CD6FA0","Chris Rea","Josephine (French Edit)"
"4170",2008,"TRAJSNU128F92F2AC0","Chuck Wicks","If We Loved"
"4171",2008,"TRBFZMK12903D0E7BE","Cocoa Tea","Hurry Up And Come"
"4172",2008,"TRAJOZN128F92D688E","ColdWorld","Schmerzensschreie"
"4173",2008,"TRBFKON128F4296A52","Crucial Conflict","Ride Out Dip"
"4174",2008,"TRAZORC128F426C323","Cut Copy","Unforgettable Season"
"4175",2008,"TRBCGNI128F426C330","Cut Copy","Cold Youth"
"4176",2008,"TRAVDBV128F424EAD8","DCX","Hold Me"
"4177",2008,"TRATBNG128F92CADA8","Daddy Yankee","Llamado De Emergencia"
"4178",2008,"TRAGWPR128F426BDC3","Danilo Perez / Claus Ogerman","The Saga Of Rita Joe"
"4179",2008,"TRAFEEO12903CFEC87","Dark Fortress","The Silver Gate"
"4180",2008,"TRAIUTE128F92F96F3","Dark Party","Active"
"4181",2008,"TRAXSBC128F42AB297","Dave Hollister","I Know I Can"
"4182",2008,"TRARNCP128F42AB2B0","Dave Hollister","Calm Da Seas"
"4183",2008,"TRBFCKI128F4250666","David Banner","Syrup Sipping (Banner Beat Break)"
"4184",2008,"TRAFOKY128F92ED751","David Cook","I Did it for You"
"4185",2008,"TRAXBVE128F932BD11","Dead To Me","What's Wrong"
"4186",2008,"TRBBZOG128F422B02B","Death Cab for Cutie","You Can Do Better Than Me (Album Version)"
"4187",2008,"TRAJCVA128F426C51D","Defect & Quixotic","WristStraining Order"
"4188",2008,"TRAPGYN128F92C40CC","Deitrick Haddon","Don't Take Your Spirit Away"
"4189",2008,"TRADEAI12903C9B81C","Dokken","Disease"
"4190",2008,"TRAKOUK12903C9B83A","Dokken","Judgement Day"
"4191",2008,"TRAQJFK128F428508A","Dolly Parton","I'm Running Out Of Love"
"4192",2008,"TRACRAR128F92F3B74","Dora The Explorer","Travel Song (Reprise)"
"4193",2008,"TRBBVTH128F92F3B6F","Dora The Explorer","Mary Had A Little Lamb"
"4194",2008,"TRBCMSO128F92E6AE5","Eagles Of Death Metal","(I Used To Couldn't Dance) Tight Pants"
"4195",2008,"TRBHQDN128F4276D66","Eluveitie","Primordial Breath"
"4196",2008,"TRASOQC12903CFFED7","Embrace the End","Intensity In Ten Cities"
"4197",2008,"TRAGLAE12903CFFEED","Embrace the End","Ley Lines"
"4198",2008,"TRBCWNH128F93103EE","Enrique Iglesias","Can You Hear Me"
"4199",2008,"TRBABJK128F93330A6","Esperanza Spalding / Leo Genovese","Love In Time"
"4200",2008,"TRBDYFY128F93330AA","Esperanza Spalding / Leo Genovese","If That's True"
"4201",2008,"TRAOAAX128F93170DE","Esser","Headlock"
"4202",2008,"TRANHJV128F92D819D","Faith Hill","Silent Night_ Holy Night! (Album Version)"
"4203",2008,"TRAKBYP128F42385F0","Fall Out Boy","Dance_ Dance"
"4204",2008,"TRBCKSF128F932FA70","Fall Out Boy","(Coffee's For Closers)"
"4205",2008,"TRBBSGI128F9309855","Fall Out Boy","America's Suitehearts"
"4206",2008,"TRASRTM128F42892D2","Finest Dearest","Tunnel Vision"
"4207",2008,"TRAKILX128F42892BF","Finest Dearest","Naming Ceremony"
"4208",2008,"TRAGJFW12903C9D027","Five Blind Boys of Alabama","I've Got a Home"
"4209",2008,"TRBDDKF128F426BF7B","Fleet Foxes","English House"
"4210",2008,"TRATTGW128F427A82D","Foals","Red Socks Pugie"
"4211",2008,"TRAQCVQ128F92D2B3D","Frank Caliendo","Now I'm All Over The Place_ Scoob (Album Version)"
"4212",2008,"TRANWEM128F92D75C4","Funeral For A Friend","Building"
"4213",2008,"TRBGMOG128F92D75BD","Funeral For A Friend","Kicking And Screaming"
"4214",2008,"TRAQUVZ128F932B2B7","Geoff Muldaur","Tennessee Blues (Album Version)"
"4215",2008,"TRBCYJG128F93283CB","Gisselle","Tocame"
"4216",2008,"TRALPFL128F424B5F4","Gonzalo Rubalcaba","Infantil (Dedicated to John McLaughlin)"
"4217",2008,"TRAIPAC128F9320FAA","Grace Gale","La Matanza"
"4218",2008,"TRAMWDI128F92FF678","Grizzly Bear","Deep Blue Sea (Daniel Rossen home recording)"
"4219",2008,"TRAWYNV128F92F5E7E","Guns N' Roses","Catcher In The Rye"
"4220",2008,"TRAMOKN128F9348196","Hank Penny","Steel Guiter Stomp"
"4221",2008,"TRBHRGS128F92E535F","Heavy D","Chasing Windmills"
"4222",2008,"TRBFJMI128F92E535C","Heavy D","Private Dancer"
"4223",2008,"TRASZQB12903CAAE1B","Hellsongs","Rock The Night"
"4224",2008,"TRBBVBM128F92D07F1","Hins Cheung","Xue Hua Chao"
"4225",2008,"TRAOYQV12903CF8089","Hot Chip","Ready For The Floor (Radio Edit)"
"4226",2008,"TRAFTDN128F427C29D","Hot Chip","Hold On"
"4227",2008,"TRARXMV128F92F59C8","In Extremo","Frei zu sein"
"4228",2008,"TRAQCKG128F421C277","In Extremo","Frei zu sein"
"4229",2008,"TRAWRFC12903CF2624","Inner Circle","Bed's Too Big Without You"
"4230",2008,"TRADRED12903CA4B7C","Irma Thomas","River Is Waiting"
"4231",2008,"TRBCIUW128F92F6F3D","Irma Thomas","We All Need Love"
"4232",2008,"TRAYUTH128F423A5CF","Jaci Velasquez","Nothing But Sky [Outro] (Album Version)"
"4233",2008,"TRAOWBP128F4257C64","Jack Johnson","Monsoon"
"4234",2008,"TRBBQFV128F4252EFF","Jack Johnson","Adrift"
"4235",2008,"TRABLQE128F92E5E75","Jackson United","Undertow"
"4236",2008,"TRBBISD12903CF8B3E","Jaco & Mixxmaster","Feeling"
"4237",2008,"TRAHUQF128F934EF0C","Jah Cure","Freedom"
"4238",2008,"TRAWYWF12903CFCCA0","Jaime Jamgochian","God Unchanging"
"4239",2008,"TRALTDA128F427D0A3","James Carter","Dodo's Bounce"
"4240",2008,"TRBEUMG128F422305C","James Hunter","Class Act"
"4241",2008,"TRAOUTM128F4267580","Janet Jackson","Greatest X"
"4242",2008,"TRBHSJX128F42BAE98","Jesse Malin","Harmony"
"4243",2008,"TRBGQFF128F42BAE97","Jesse Malin","Walk On The Wild Side"
"4244",2008,"TRAJZRG128F930662C","Jimmy Herring","Lifeboat Serenade"
"4245",2008,"TRBBPPB128F14AB242","Jose Luis Perales","No Soy Uno Más"
"4246",2008,"TRAFFRG128F421BD23","Josh Groban","Mai [Live]"
"4247",2008,"TRBCSLC128F421BD25","Josh Groban","February Song [Live]"
"4248",2008,"TRBATSC128F427D709","Julio Iglesias Jr","Angel"
"4249",2008,"TRAFHJI128F9302CFF","KRS-One","Getaway"
"4250",2008,"TRAIYZW128F9330F7D","Kanye West","Street Lights"
"4251",2008,"TRAFDFA128F932C065","Kardinal Offishall / Keri Hilson","Numba 1 (Tide Is High)"
"4252",2008,"TRABZRB128F423EFA9","Kathy Mattea","Sally In the Garden"
"4253",2008,"TRAUWWP12903CC79CB","Keep Of Kalessin","Ascendant"
"4254",2008,"TRBIGTG128F92EDBAC","Kevin Max","Baby_ I'm Your Man"
"4255",2008,"TRBDJNN12903D05054","Kill The Client","Dog Tagged"
"4256",2008,"TRAOBUI128E078E073","Kraftwerk","Autobahn (Live)"
"4257",2008,"TRAZWGK128F93141E3","Lady GaGa","Poker Face"
"4258",2008,"TRAFJUG128F92C77B1","Leigh Jones","Have It Your Way"
"4259",2008,"TRBCBMO128F92C77B9","Leigh Jones","Same Game"
"4260",2008,"TRANMKA128F426C3B0","Leona Naess","Heavy Like Sunday"
"4261",2008,"TRAKWTG128F42454E2","Less Than Jake","Antidote For The Underdog"
"4262",2008,"TRARMRJ128F92EBD5C","Life Long Tragedy","Collecting Dust"
"4263",2008,"TRAHRQI128F422BF78","Los Titanes","No La Dejes Sola"
"4264",2008,"TRBCOBZ128F428005D","Lyrics Born","Is It The Skin I'm In?"
"4265",2008,"TRAPCNK128F427D7B5","M83","You Appearing"
"4266",2008,"TRBBUHZ128F428F001","Madonna","4 Minutes [Featuring Justin Timberlake And Timbaland] [Junkie XL Remix Edit]"
"4267",2008,"TRAJOPH12903CE6732","Mannheim Steamroller","(Everybody's Waiting For) The Man With the Bag"
"4268",2008,"TRAJZJQ128F423F44F","Marc Shaiman","Blame Canada ( From: South Park )"
"4269",2008,"TRABCRU128F423F449","Marc Shaiman","City Slickers"
"4270",2008,"TRBGFOD128F423F43E","Marc Shaiman","Best In LA"
"4271",2008,"TRBECNW128F426BE82","Mariah Carey","Touch My Body"
"4272",2008,"TRAELRO128F92DD2F1","Martha Wainwright","Comin' Tonight"
"4273",2008,"TRAGTDM12903CE2E9D","Maysa","Ouça"
"4274",2008,"TRBAIDT128F92CC7ED","Melvins","Nude With Boots"
"4275",2008,"TRADFII128F931FC9F","Metallica","The End Of The Line"
"4276",2008,"TRAFJXD128F931D0C4","Micachu","Just In Case"
"4277",2008,"TRBGRSI128F92C9D4E","Michèle Bernard","Amour noir N 7"
"4278",2008,"TRAWFNS128F92F42F7","Mother Superior","Get that Girl (Remix)"
"4279",2008,"TRBDNKA128F9306B3C","Moving Cloud","Coleman's No. 1 / Ton Double Fisel / Kiely Cotter's / How We Spent the Christmas"
"4280",2008,"TRAVBGZ128F42541D2","Mr Lab!","Would You Like"
"4281",2008,"TRBAGMH128F423A574","Mudhoney","New Meaning"
"4282",2008,"TRBAKRM128F4248228","My Chemical Romance","The End. [Live In Mexico]"
"4283",2008,"TRANMWO128F426C41A","N.E.R.D.","Intro / Time For Some Action"
"4284",2008,"TRAXOWL128F9343C95","Natalie Cole","Busted"
"4285",2008,"TRBEXUF128F92DF175","Natasha Bedingfield","Love Like This"
"4286",2008,"TRBAUHT128F92F0657","Nickelback","If Today Was Your Last Day (Album Version)"
"4287",2008,"TRAYDGF128F932F43D","Old Soul","Silent Night"
"4288",2008,"TRBHZRN128F92EFF91","Oliver Kalkofe","Kapitel 4"
"4289",2008,"TRAERAC128F92E0186","One Block Radius","All On Our Own"
"4290",2008,"TRANFFQ12903CFFF64","Opiate For The Masses","21st Century Time Bomb"
"4291",2008,"TRBAWKB128F931BAEE","Owl City","On The Wing"
"4292",2008,"TRAWHKB12903C9A7E6","Pat Metheny","Traveling Fast"
"4293",2008,"TRAJPNM128F426C3F0","Paul Cantelon","Mary In Labor"
"4294",2008,"TRAOKVY128F426C3D6","Paul Cantelon","The Other Boleyn Girl - Opening Titles"
"4295",2008,"TRAMOGA12903CB4421","Pepper","Musical 69"
"4296",2008,"TRADHXU12903CB4400","Pepper","Freeze"
"4297",2008,"TRAKYXS128F4248FE3","Phantom Planet","Leader (Album Version)"
"4298",2008,"TRAONPF128F42480A7","Phil Vassar","This Is My Life"
"4299",2008,"TRBCKPU128F92D9B79","Power Pill Fist","Chuckanut Drive"
"4300",2008,"TRAFLFY128F92C637A","Rachel Portman","Bridget"
"4301",2008,"TRAVHRU128F92C637E","Rachel Portman","The Letters"
"4302",2008,"TRARRZU128F4253CA2","Raphaël","Je Sais Que La Terre Est Plate"
"4303",2008,"TRAJSJD128F4277B75","Red I Flight","Rock Biter (Album Version)"
"4304",2008,"TRAHQWU128F4277B78","Red I Flight","Of Myth And Men (Album Version)"
"4305",2008,"TRANONM128F92EAF7A","Ricky Martin Feat. La Mari de ""Chambao","Tu Recuerdo"
"4306",2008,"TRAJAXB128F92C65CD","Rokia Traoré","Koronoko"
"4307",2008,"TRAJNXG12903CB474D","Salt The Wound","The Beginning"
"4308",2008,"TRBEWTY12903CB4779","Salt The Wound","I Swear the Visine is for my Allergies"
"4309",2008,"TRAAWOR128F92DF3C8","Sandi Thom","Wounded Hearts"
"4310",2008,"TRATSXR12903CE858B","Sara Melson","Anywhere Anytime"
"4311",2008,"TRAJFYK128F42579B0","Scar Symmetry","The Three-Dimensional Shadow"
"4312",2008,"TRAKJAE128F92DCC67","Sean Callery","Jack and Benton"
"4313",2008,"TRASTOM12903CBE8A6","Seven Mary Three","Hammer & a Stone"
"4314",2008,"TRAWCGS128F934BE2F","Shai Hulud","We Who Finish Last"
"4315",2008,"TRAPHFD12903CFCEA0","Shapeshifters","Chime"
"4316",2008,"TRAZWDT128F4241B14","Shelby Lynne","Pretend"
"4317",2008,"TRAUJVM128F422C5A2","Showbread","The Pig"
"4318",2008,"TRAQVQM128F933DFEB","Sneaky Sound System","Lost In The Future"
"4319",2008,"TRAQQUX128F92F9F10","Snowgoons","Starlight"
"4320",2008,"TRAQJAU128F42585AD","Spectra Soul","The Tube"
"4321",2008,"TRAMWIC128F92FCC79","Stephen Marley / Damian Marley","The Mission"
"4322",2008,"TRBHKLV12903CEA0A0","Sub Swara","Constructing the Absence"
